,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,RHODE ISLAND,,,,,,,
,,,"41.67790767862968, -71.25544660121518",Friends of Bristol Animal Shelter,http://www.friendsofthebristolanimalshelter.org/,friendsofbristolanimalshelter@gmail.com,,,
,,,,Midnight Run Rescue,https://midnightrunrescue.net/,midnightrunrescue@gmail.com,,,
,,,"41.55038023816567, -71.52919544553734",Exeter Animal Shelter,https://exeteranimals.wixsite.com/foea,friendsofexeteranimals@yahoo.com,,,
,,,,Little Rhody Rescue and Quarantine Inc,,littlerhodyrescue@gmail.com,,,
,"41.79510556051944, -71.34873514817103","41.75021403348608, -71.43410211678366","41.537406811257505, -71.28803982530785",Potter League For Animals,https://potterleague.org/,development@potterleague.org,karam@potterleague.org,info@potterleague.org,
,,,"41.58798958718365, -71.47504010102153",Pet Refuge,http://nkeapl.org/,petrefuge@verizon.net,,,
,,,,Humane Association Of Northwestern,,phyllis@hanri.org,,,
,,,"41.45402414781465, -71.52281537216498",Animal Rescue Rhode Island,https://www.animalrescueri.org/,info@animalrescueri.org,,,
,,,,Defenders of Animals Inc,http://www.defendersofanimals.org/,defendersofanimals@msn.com,,,
,,,,"Friends of Homeless Animals, INC of RI",https://fohari.org/,friendsoha@yahoo.com,,,
,,,"41.81729052589501, -71.41036607449908",Providence Animal Rescue League,https://www.parl.org/,reception@parl.org,,,
,,,"41.80182480007516, -71.35056048896529",Rhode Island SPCA,https://www.rispca.org/,info@rispca.com,,,
,,,,Horse Play Equine Rescue and Sanctuary,https://horseplayrescue.org/,horseplayri@msn.com,,,
,,,"41.45401895317845, -71.52279820706438",Animal Rescue Rhode Island,,shelter@animalrescueri.org,,,
,,,"41.75074247561585, -71.44653422724363",EGAPL Heart of RI Animal Rescue League,https://heartofri.org/,HeartofRIAdoption@gmail.com,,,
,,,"41.382558173826965, -71.8022862878105",Stand Up For Animals (SUFA),,info@standupforanimals.org,,,
,,,"266 Mendon Rd Woonsocket, Rhode Island, Stati Uniti d'America 02895","Woonsocket Cat Sanctuary, Inc.",https://woonsocketcatsanctuary.weebly.com/,gmdesmarais@hotmail.com,,,
,,,,,,,,,
,,SOUTH CAROLINA,,,,,,,
,,,,Second Chance Rescue,https://secondchancerescuesc.org/,Bpdebig@aol.com,,,
,,,"33.56362939810817, -81.69608924082537",SPCA Albrecht Center for Animal Welfare,https://www.letlovelive.org/,info@letlovelive.org,,,
,,,,Big Dog Foundation,,bigdogfund@mail.com,,,
,,,"33.259363680387075, -81.03931258095069",Mary Ann Morris Animal Society (M.A.M.A.S.),https://www.maryannmorrisanimalsociety.org/,mamas.animal.society@gmail.com,,,
,,,,Rogue Rescue & Sanctuary,https://www.roguerescue.org/,roguerescueandsanctuary@gmail.com,,,
,,,"34.22693047610619, -80.59113531012736",Kershaw County Humane Society,http://www.kchumanesociety.org/,marketing@kchumanesociety.org,,,
,,,,Save the Strays Animal Rescue,https://savethestrays.rescuegroups.org/,info@savethestrays.org,,,
,,,"32.71275938116462, -79.96534888596872",Pet Helpers Adoption Center and Spay/Neuter Clinic,https://pethelpers.org/,office@pethelpers.org,ctaylor@pethelpers.org,jsteele@pethelpers.org,
,,,"34.45605441729006, -81.90489905093251",Laurens County Humane Society,https://www.facebook.com/LaurensHumaneSociety/,lchsmanager@gmail.com,,,
,,,"34.07038789469163, -81.15437274718697",Pawmetto Lifeline,https://pawmettolifeline.org/,info@pawmettolifeline.org,,,
,,,,Animal Mission of the Midlands,https://animalmission.org/,info@animalmission.org,,,
,,,"34.008845475769974, -80.41301914221309",Gods Creatures Deserve to Live Inc.,,ssapleros@yahoo.com,,,
,,,"35.0630786637687, -80.90907469181153",Humane Society of York County,https://humanesocietyofyorkcounty.org/,contact@thehsyc.org,marybknapp@comporium.net,contact@humanesocietyofyorkcounty.org,
,,,"33.37977443379072, -79.31494034009312",St Frances Animal Center,https://www.sfanimals.org/,director@sfanimals.org,,,
,,,"34.84479606490059, -82.35399616071167",Greenville Humane Society ,https://www.greenvillehumane.com/,greenvillehumane@greenvillehumane.com,,,
,,,,Pet Haven of South Carolina,https://www.scpethaven.org/,cdieterich72@sc.rr.com,,,
,,,"32.213594734765245, -80.74929242514581",Hilton Head Humane Association,http://www.hhhumane.org/,director@hhhumane.org,,,
,,,"32.752023316352656, -80.27456469091314",Hallie Hill Animal Sanctuary,https://www.halliehill.com/,info@halliehill.com,,,
,,,,The Animal Protection League (SC),https://aplsc.org/, aplpets@aplsc.org,,,
,,,,Pooch's Partners Animal Rescue?,https://www.poochspartners.com/,poochspartners@gmail.com,,,
,,,"34.739571499318345, -82.63807225190716",Izzie’s Pond,https://www.izziespond.org/,izziespond@gmail.com,,,
,,,"34.769988280046775, -82.68531429316273",Pickens County Humane Society,https://www.pchumanesociety.org/,Info@PChumanesociety.org,,,
,,,"33.65668275967289, -80.26717187256655",A Second Chance Animal Shelter,https://www.asecondchanceanimalshelter.com/,asheltermgr@ftc-i.net,,,
,,,,"Humane Society of McCormick County, Inc",,HSMC2000@gmail.com,,,
,,,,PTTR - Paws to the Rescue,,PTTRInfo@gmail.com,,,
,,,"33.72188096791716, -78.90367953918978",Grand Strand Humane Society,https://www.grandstrandhumanesociety.com/,grandstrandhumanesociety@gmail.com,,,
,,,"32.89786477702497, -80.0261390089079",Charleston Animal Society ,https://charlestonanimalsociety.org/,community@charlestonanimalsociety.org,,,
,,,,Humane Society of North Myrtle Beach,,info@hsnmb.org,,,
,,,"33.85052242303368, -78.64365338020706",Kind Keeper Animal Rescue,https://kindkeeper.wixsite.com/kindkeeper,kindkeeper@yahoo.com,,,
,,,"32.32112992732818, -80.93674706824638",Palmetto Animal League Adoption Center,https://palmettoanimalleague.org/,info@palmettoanimalleague.org,,,
,,,,Carolina Poodle Rescue,https://carolinapoodlerescue.org/,info@carolinapoodlerescue.org,,,
,,,"33.4444418134803, -79.12986096830161",All 4 Paws,https://all4pawssc.org/,info@a4psc.org,,,
,,,"32.48040627804296, -80.9920585435313",Jasper Animal Rescue Mission,https://jarmission.org/,jarmpets@yahoo.com,,,
,,,"32.50458523054136, -80.94594181988658",Maranatha Farm,https://www.maranathafarm.net/,maranathafarmsc@gmail.com,,,
,,,"32.36062513894261, -80.87333774588377",Noah's Arks Rescue,https://www.noahs-arks.net/,NoahsArksRescue@mac.com,,,
,,,"34.70283621864, -82.91325875937645",Animal Rescue Fund,http://arfsc.homestead.com/,ARF@nctv.com,,,
,,,,Concerned Citizens for Animals,https://ccaweb.org/,concernedcitizens4animals@gmail.com,,,
,,,,Critter Connection,,critterconnectionspartanburg@gmail.com,,,
,,,,Spartanburg Humane Society,https://spartanburghumane.org/,shsweb@spartanburghumane.org,,,
,,,"33.035858988190135, -80.19676880343789",Dorchester Paws,https://dorchesterpaws.org/,info@dorchesterpaws.org,,,
,,,,H.F. Help No Kill Rescue,https://www.hfhelpnokillrescue.com/,hfhelprescue@gmail.com,,,
,,,"33.98530767619162, -81.10812065889543",PETSinc,https://petsinc.org/,media@petsinc.org,info@petsinc.org,giving@petsinc.org,
,,,"32.94699011656585, -80.59193649106791",Keeper of the Wild,https://keeperofthewild.org/,Board.KOW@gmail.com,,,
,,,,Richardson Rescue,https://richardsonrescue.org/,richardsonrescue@gmail.com,,,
,,,,,,,,,
,,SOUTH DAKOTA,,,,,,,
,,,"45.4371763344305, -98.53614712343962",Aberdeen Area Humane Society,https://anewleashonlife.net/,aahsboard1200@gmail.com,info@anewleashonlife.net,,
,,,"44.30490084371432, -96.80474387198245",Brookings Regional Humane Society,https://www.brookingshumane.org/,brookingsregionalhumanesociety@hotmail.com,,,
,,,,Chester’s Place,https://chestersplacesd.wordpress.com/,chestersplacesd@gmail.com,,,
,,,"43.45605399573723, -103.47346981214616",Battle Mountain Humane Society,https://www.battlemountainhumanesociety.org/,bmhs@goldenwest.net,,,
,,,,Heart and Soul Kitty Sanctuary,https://www.facebook.com/heartandsoulsanctuary,brandysmith636@yahoo.com,,,
,,,,Allcatsrescue,https://www.allcatsrescue.org/,allcatsrescue@gmail.com,,,
,,,"44.48214153696687, -103.80295400999451",Western Hills Humane Society,,whhs@midconetwork.com,,,
,,,"42.88042753886679, -97.3348910759644",Heartland Humane Society,https://heartlandhumanesociety.net/,info@sdheartlandhumanesociety.com,,,
,,,,,,,,,
,,ALABAMA,,,,,,,
,,,,Allie's Hope For Paws,https://www.allieshopeforpaws.com/about-us,ahfpdogrescue@gmail.com,,,
,,,,Last Chance Dog Rescue Alabama,,were4dogs@gmail.com,,,
,,,,,https://sanctuaryanimalrescue.com/,sanctuaryanimalrescue08@gmail.com,,,
,,,,Andalusia Animal Shelter,https://www.facebook.com/AshelterBabies/,andalusiaanimalshelter@outlook.com,,,
,,,,4Legs4Justice Animal Advocate & Rescue,https://4legs4justice.org/,4Legs4Justice@gmail.com,,,
,,,"33.68166170313506, -85.84769410678155",Calhoun County Humane Society,http://calhouncountyhs.blogspot.com/,calhouncountyhumane@gmail.com,,,
,,,,Southern Shih Tzu & Toy Breed Rescue and Sanctuary,http://www.toybreedrescue.org/,ToyBreedRescue@hotmail.com,,,
,,,,Clay County Animal Shelter,,claycountyanimalshelter@gmail.com,,,
,,,"32.619441339332596, -85.50541005543404",Lee County Humane Society,https://www.leecountyhumane.org/,lchs1140@leecountyhumane.org,,,
,,,,Rescue K911,https://rescuek911.com/,rescuek911inc@yahoo.com,,,
,,,"32.619805726728195, -85.46016312724677",Woof Ave,http://www.woofave.com/,jonna@woofave.com,,,
,,,,Fairy Dogmother Rescue & Rehab,https://www.facebook.com/fairydogmotherrescue/,fairydogmother@gmail.com,,,
,,,,Bama Bully Rescue,https://www.bamabully.org/,mail@bamabully.org,,,
,,,"33.56981792307927, -86.7591549776985",The Cavalier Rescue,https://thecavalierrescue.org/,cavalierrescueal@gmail.com,,,
,,,"33.409920968100586, -86.64721309835294",MomaKat Rescue ,,support@momakat.org,,,
,,,,"Save Our Strays (Birmingham, Alabama)",https://www.facebook.com/SaveOurStraysBirminghamAlabama,saveourstrays205@yahoo.com,,,
,,,,Support Paws,https://www.supportpaws.com/,hello@supportpaws.com,,,
,,,,Weimaraner Rescue of the South,http://www.weimrescue.com/,contactus@weimrescue.com,,,
,,,,Sampson's Sanctuary,https://www.facebook.com/profile.php?id=100064513548906,sampssanctuary@gmail.com,,,
,,,"34.75738895465105, -86.47424790969002","A New Leash On Life, Inc.",https://anewleash.org/,pets@anewleash.org ,,,
,,,,Another Chance Dog Rescue,https://www.anotherchancedogrescue.org/,alunchained@gmail.com,,,
,,,,Forgotten Felines Huntsville,http://ffhsv.org/,info@ffhsv.org,,,
